Order,Order Quantity,Sales,Ship Mode,Profit,Shipping Cost,Province
506,47,1291.35,Regular Air,479.62,124.08,Munster
507,5,14.76,Regular Air,1.32,0.3,Leinster
508,6,1309.53,Regular Air,19.18,114.19,Leinster
509,34,167.5,Regular Air,84.42,19.55,Leinster
510,6,25.84,Express Air,4.13,2.42,Munster
511,14,76.06,Express Air,35.99,0.32,Munster
512,26,6766.856,Delivery Truck,774.89,184.78,Munster
513,28,697.5,Regular Air,169.89,6.08,Connacht
514,8,763.6485,Regular Air,277.78,34.7,Leinster
515,19,116.37,Regular Air,32.6,0.97,Munster
516,46,72.18,Regular Air,11.83,10.66,Leinster
517,42,1498.46,Regular Air,565.37,202.66,Munster
518,33,1422.31,Regular Air,498.15,235.01,Munster
519,33,1235.87,Regular Air,269.27,73.69,Connacht
520,6,642.42,Regular Air,80.01,96.75,Connacht
521,49,1734.4,Regular Air,749.16,307.44,Leinster
522,30,183.28,Regular Air,33.88,3.15,Leinster
523,8,52.39,Regular Air,17.38,3.25,Leinster
524,28,183.65,Regular Air,59.96,13.83,Ulster
525,38,137.07,Regular Air,199.3,16.65,Leinster
526,1,255.83,Delivery Truck,132.74,9.74,Connacht
527,48,5620.2,Delivery Truck,176.04,747.02,Ulster
528,48,705.44,Regular Air,165.9,122.11,Ulster
529,32,599.52,Regular Air,25.14,16.57,Ulster
530,35,597.04,Regular Air,157.42,42.23,Ulster
531,1,104.85,Regular Air,98.31,7.66,Munster
532,40,102.56,Regular Air,36.62,3.61,Leinster
533,9,1455.04,Regular Air,7.58,186.38,Connacht
534,31,2245.78,Delivery Truck,432.46,160.07,Connacht
535,42,200.1,Regular Air,3.02,27.14,Leinster
536,38,23255.61,Regular Air,734.33,4624.81,Leinster
537,7,345.37,Regular Air,84.34,19.34,Ulster
538,48,8380.22,Delivery Truck,813.83,780.63,Munster
539,29,146.68,Regular Air,8.33,25.29,Leinster
540,5,397.55,Regular Air,152.47,28.21,Leinster
541,34,1911.69,Regular Air,939.43,116.07,Ulster
542,13,81.68,Regular Air,25.22,7.52,Ulster
543,15,5028.31,Delivery Truck,664.88,640.18,Ulster
544,30,336.65,Regular Air,71.05,26.23,Leinster
545,28,65.7,Express Air,83.54,1.5,Ulster
546,9,1201.51,Express Air,185.48,188.25,Leinster
547,35,343.92,Regular Air,154.54,31.54,Connacht
548,17,128.5,Express Air,44.69,8.28,Connacht
549,26,4073.17,Delivery Truck,376.21,304.48,Munster
550,50,477.53,Regular Air,197.76,41.99,Leinster
551,49,8094.55,Regular Air,2008.71,568.15,Munster
552,19,36.75,Regular Air,9.82,0.93,Munster
553,43,2980.15,Express Air,865.98,279.24,Leinster
554,37,95.43,Regular Air,103.96,18.67,Leinster
555,17,518.8,Regular Air,54.63,36.63,Connacht
556,6,232.21,Regular Air,14.03,7.74,Leinster
557,50,306.13,Express Air,87.6,0.88,Connacht
558,35,299.68,Regular Air,29.36,13.13,Connacht
559,23,139.19,Regular Air,86.73,26.19,Ulster
560,8,85.36,Regular Air,23.82,4.81,Ulster
561,21,56.21,Regular Air,12.71,5.32,Ulster
562,7,37.8,Regular Air,18.31,0.79,Munster
563,49,8058.96,Regular Air,1621.38,635.25,Connacht
564,31,8955.34,Regular Air,2081.48,1764.42,Munster
565,45,125.21,Express Air,37.99,17.84,Leinster
566,49,12979.1,Delivery Truck,2820.44,44.53,Ulster
567,8,1313.8110000000001,Regular Air,457.16,65.22,Connacht
568,48,1838.19,Regular Air,561.43,215.22,Munster
569,19,568.7435,Regular Air,143.79,27.9,Ulster
570,28,1103.67,Regular Air,253.61,179.43,Ulster
571,35,128.12,Regular Air,135.6,11.88,Leinster
572,3,10.12,Regular Air,4.07,0.68,Ulster
573,37,257.46,Express Air,18.66,9.46,Connacht
574,10,193.205,Regular Air,52.24,15.6,Ulster
575,29,337.38,Express Air,5.45,62.23,Leinster
576,48,2283.22,Regular Air,1006.72,94.7,Connacht
577,14,453.99,Regular Air,14.61,57.79,Leinster
578,19,657.232,Delivery Truck,33.99,3.55,Connacht
579,38,1637.78,Express Air,461.65,245.98,Munster
580,26,78.09,Regular Air,19.63,14.38,Ulster
581,7,733.36,Regular Air,270.48,146.25,Connacht
582,4,3510.82,Regular Air,232.44,135.16,Connacht
583,2,29.03,Regular Air,11.83,3.14,Connacht
584,21,68.53,Regular Air,59.97,4.11,Connacht
585,32,4158.0725,Regular Air,836.15,398.88,Leinster
586,37,5382.24,Regular Air,14.85,504.93,Connacht
587,29,172.51,Regular Air,12.55,4.27,Ulster
588,6,1193.1,Express Air,139.5,179.61,Connacht
589,12,3156.6,Regular Air,454.26,183.03,Munster
590,22,346.42,Regular Air,67.96,1.66,Leinster
591,44,4039.72,Express Air,237.6,647.23,Leinster
592,29,1617.88,Regular Air,271.9,9.1,Ulster
593,41,2811.7,Regular Air,3074.27,285.56,Leinster
594,50,5513.82,Regular Air,1581.93,36.8,Munster
595,24,2152.404,Express Air,218.87,3.31,Leinster
596,47,91.43,Regular Air,22.9,10.69,Munster
597,29,824.51,Regular Air,0.9,61.92,Leinster
598,12,1318.34,Express Air,464.05,210.98,Connacht
599,7,150.77,Regular Air,72.23,27.47,Munster
600,2,25.72,Regular Air,15.5,0.59,Connacht
601,48,786.13,Regular Air,236.12,75.8,Munster
602,40,3060.37,Regular Air,234.03,186.82,Connacht
603,36,243.18,Regular Air,314.22,19.67,Connacht
604,4,24.77,Regular Air,17.07,2.1,Ulster
605,20,2913.1455,Regular Air,333.72,100.2,Connacht
606,31,196.58,Regular Air,102.16,1.65,Munster
607,38,202.42,Regular Air,0.86,9.42,Munster
608,24,64.11,Regular Air,4.09,1.06,Connacht
609,45,6865.071999999999,Delivery Truck,1117.24,568.0,Connacht
610,10,623.71,Delivery Truck,213.32,42.82,Ulster
611,30,217.42,Regular Air,16.97,15.83,Ulster
612,46,737.25,Regular Air,199.13,9.06,Connacht
613,50,8230.77,Regular Air,1577.02,1016.15,Leinster
614,42,267.06,Regular Air,96.95,0.91,Connacht
615,48,498.16,Regular Air,40.61,6.19,Leinster
616,43,255.7,Regular Air,35.74,8.39,Munster
617,18,611.71,Regular Air,93.23,110.78,Munster
618,40,4842.21,Delivery Truck,1975.26,303.34,Ulster
619,41,726.22,Regular Air,52.47,50.31,Ulster
620,10,45.69,Express Air,24.21,4.74,Leinster
621,37,270.43,Regular Air,83.16,52.95,Ulster
622,39,105.89,Regular Air,4.13,1.88,Munster
623,13,2084.96,Delivery Truck,135.26,137.99,Connacht
624,47,3413.69,Regular Air,175.24,377.06,Ulster
625,25,2200.64,Delivery Truck,514.18,335.13,Ulster
626,31,1143.45,Regular Air,304.42,6.65,Ulster
627,10,503.2935,Regular Air,222.82,65.48,Leinster
628,40,19100.45,Delivery Truck,6839.95,1104.92,Munster
629,6,58.84,Regular Air,4.29,2.01,Leinster
630,5,15.38,Regular Air,1.61,0.94,Leinster
631,6,907.24,Express Air,634.73,28.04,Ulster
632,46,9046.33,Delivery Truck,1398.03,1511.61,Connacht
633,9,63.0,Regular Air,17.48,9.58,Ulster
634,36,4225.77,Delivery Truck,1393.69,121.11,Connacht
635,19,2569.6265,Regular Air,398.01,9.7,Connacht
636,14,261.85,Regular Air,52.33,8.06,Leinster
637,32,643.53,Regular Air,175.97,8.94,Connacht
638,48,332.55,Regular Air,66.87,58.68,Connacht
639,30,3645.45,Delivery Truck,765.5,186.48,Leinster
640,42,262.3,Regular Air,255.2,38.64,Connacht
641,38,275.11,Regular Air,17.15,37.79,Munster
642,47,396.78,Regular Air,321.21,11.45,Munster
643,3,246.2,Delivery Truck,184.16,4.03,Ulster
644,42,1691.51,Regular Air,285.16,75.49,Ulster
645,12,1928.3270000000002,Regular Air,253.37,10.84,Munster
646,24,7871.91,Delivery Truck,541.47,1026.14,Leinster
647,39,239.4,Regular Air,57.37,17.39,Munster
648,29,225.25,Regular Air,7.59,7.73,Connacht
649,45,1991.703,Regular Air,559.11,183.34,Leinster
650,6,157.97,Regular Air,42.38,13.09,Ulster
651,21,309.62,Express Air,80.2,22.55,Munster
652,4,14.96,Regular Air,0.03,1.67,Ulster
653,23,2732.01,Delivery Truck,100.47,59.56,Munster
654,11,2618.112,Delivery Truck,139.27,350.92,Ulster
655,48,8475.962,Express Air,2497.94,264.25,Connacht
656,33,13671.94,Delivery Truck,5711.96,433.15,Munster
657,20,169.18,Regular Air,18.73,3.46,Leinster
658,4,57.82,Express Air,0.85,2.36,Munster
659,43,1225.41,Express Air,138.02,180.75,Leinster
660,46,7804.53,Regular Air,2057.17,808.88,Connacht
661,21,2172.702,Regular Air,481.74,108.04,Connacht
662,45,529.28,Express Air,30.27,55.34,Munster
663,10,208.77,Regular Air,76.58,8.16,Connacht
664,37,1199.7,Regular Air,3.22,73.34,Connacht
665,21,135.99,Regular Air,129.24,2.7,Leinster
666,35,228.8,Regular Air,99.08,39.68,Connacht
667,40,73.62,Regular Air,0.86,2.42,Connacht
668,9,252.79,Regular Air,58.23,1.01,Munster
669,9,38.96,Regular Air,0.37,1.17,Leinster
670,35,9843.11,Delivery Truck,384.6,283.08,Connacht
671,36,1095.11,Delivery Truck,1286.43,147.84,Leinster
672,10,8704.08,Delivery Truck,1034.54,39.24,Ulster
673,49,682.77,Regular Air,165.2,25.5,Connacht
674,30,3197.0029999999997,Regular Air,603.46,275.88,Leinster
675,19,59.76,Express Air,33.11,4.24,Munster
676,44,21506.77,Regular Air,1260.51,1002.89,Ulster
677,4,1187.864,Delivery Truck,347.16,193.08,Leinster
678,49,841.51,Express Air,20.86,58.04,Ulster
679,50,742.21,Regular Air,122.21,2.12,Connacht
680,2,27.83,Regular Air,22.14,0.37,Connacht
681,50,28664.52,Regular Air,13340.26,2203.0,Ulster
682,5,8767.62,Regular Air,1510.89,65.68,Ulster
683,28,4181.82,Regular Air,1765.48,627.8,Ulster
684,5,318.31,Regular Air,19.06,35.12,Ulster
685,31,162.58,Regular Air,109.86,31.2,Ulster
686,12,41.97,Regular Air,37.03,1.05,Leinster
687,35,136.72,Regular Air,5.91,6.61,Leinster
688,46,569.92,Regular Air,154.09,18.79,Ulster
689,46,153.28,Regular Air,161.21,11.67,Leinster
690,26,113.85,Regular Air,93.93,11.57,Leinster
691,31,348.92,Regular Air,28.47,69.46,Connacht
692,41,170.82,Express Air,85.45,25.29,Leinster
693,4,705.687,Express Air,803.08,122.76,Leinster
694,7,104.38,Regular Air,24.2,9.09,Leinster
695,4,40.87,Express Air,16.38,5.7,Leinster
696,23,1152.16,Regular Air,286.98,1.79,Munster
697,19,506.49,Regular Air,105.69,50.64,Munster
698,3,4343.51,Delivery Truck,3755.03,325.49,Ulster
699,35,41.23,Regular Air,21.51,8.15,Leinster
700,9,65.81,Regular Air,15.44,2.65,Ulster
701,32,3416.38,Delivery Truck,1142.2,669.51,Connacht
702,39,16468.55,Delivery Truck,5638.75,1249.28,Leinster
703,37,189.6,Regular Air,89.65,12.21,Ulster
704,19,112.67,Regular Air,37.85,5.31,Connacht
705,39,113.09,Regular Air,29.76,8.54,Munster
706,24,1388.628,Regular Air,261.52,255.74,Munster
707,21,423.24,Regular Air,128.83,46.88,Munster
708,13,119.03,Regular Air,29.62,22.53,Ulster
709,29,156.7,Regular Air,76.64,9.93,Munster
710,28,1360.82,Regular Air,385.03,112.83,Munster
711,12,88.57,Regular Air,28.25,6.26,Leinster
712,34,223.76,Regular Air,139.66,2.76,Ulster
713,28,707.44,Express Air,50.27,37.09,Leinster
714,32,473.0,Express Air,185.8,29.74,Leinster
715,3,19.57,Regular Air,5.35,0.29,Ulster
716,36,281.71,Regular Air,117.38,10.16,Ulster
717,11,108.85,Regular Air,10.58,2.61,Connacht
718,23,1267.4605,Regular Air,128.79,4.51,Ulster
719,45,4042.96,Delivery Truck,699.72,105.35,Leinster
720,15,2567.64,Regular Air,505.98,9.1,Leinster
721,27,6785.86,Delivery Truck,740.07,660.21,Connacht
722,42,927.97,Regular Air,162.17,49.8,Ulster
723,11,2021.1470000000002,Regular Air,60.39,187.84,Ulster
724,10,89.04,Regular Air,16.49,5.4,Ulster
725,10,267.06,Regular Air,76.47,20.53,Leinster
726,16,118.38,Regular Air,42.46,9.6,Leinster
727,15,30.38,Regular Air,59.18,2.96,Ulster
728,23,6552.9,Delivery Truck,461.45,299.28,Munster
729,37,99.65,Regular Air,27.0,15.65,Munster
730,33,3644.24,Express Air,457.73,118.97,Ulster
731,17,514.22,Regular Air,187.37,7.29,Munster
732,38,218.77,Regular Air,188.13,27.5,Munster
733,26,149.7,Express Air,132.63,10.96,Munster
734,42,288.9,Regular Air,96.34,24.0,Connacht
735,40,2205.7585,Regular Air,337.04,46.6,Leinster
736,48,335.64,Regular Air,80.13,1.66,Ulster
737,2,7.01,Regular Air,4.2,0.33,Munster
738,49,1488.66,Regular Air,385.37,129.78,Munster
739,9,351.06,Regular Air,306.32,6.87,Ulster
740,33,310.44,Regular Air,90.21,33.98,Munster
741,10,1136.47,Express Air,323.32,30.85,Ulster
742,26,175.27,Regular Air,33.67,4.77,Munster
743,20,2634.8555,Regular Air,257.76,235.43,Leinster
744,15,310.87,Regular Air,21.48,16.38,Munster
745,17,39.23,Regular Air,66.58,2.58,Munster
746,1,1893.93,Delivery Truck,4654.73,147.94,Ulster
747,21,427.32,Regular Air,52.35,22.11,Ulster
748,46,412.37,Express Air,2.71,16.38,Ulster
749,15,333.3,Regular Air,71.04,2.62,Munster
750,47,256.0,Regular Air,119.84,4.55,Ulster
751,16,302.1325,Regular Air,38.91,11.77,Munster
752,41,1008.95,Express Air,69.31,199.13,Leinster
753,2,89.23,Regular Air,42.72,10.79,Munster
754,39,2617.13,Regular Air,368.87,189.47,Ulster
755,36,1936.3,Regular Air,278.12,315.07,Munster
756,7,1822.83,Delivery Truck,627.64,48.5,Munster
757,47,421.08,Express Air,82.31,18.86,Leinster
758,49,1836.84,Express Air,129.95,66.63,Connacht
759,8,250.29,Regular Air,9.31,22.21,Ulster
760,41,10071.09,Delivery Truck,1977.69,293.44,Leinster
761,39,679.95,Regular Air,93.3,8.63,Leinster
762,42,1274.5155,Regular Air,444.15,127.39,Leinster
763,39,302.09,Regular Air,67.09,16.81,Ulster
764,7,887.94,Regular Air,49.45,17.77,Ulster
765,4,105.13,Regular Air,103.23,0.85,Connacht
766,4,125.78,Regular Air,8.43,12.88,Munster
767,36,266.16,Regular Air,90.91,12.64,Connacht
768,20,302.94,Regular Air,30.2,10.08,Leinster
769,29,1487.8995,Regular Air,79.32,79.92,Connacht
770,23,1314.64,Express Air,575.38,22.36,Munster
771,23,717.4680000000001,Regular Air,316.48,59.57,Ulster
772,17,127.45,Regular Air,42.17,22.7,Leinster
773,27,2575.01,Regular Air,231.46,372.4,Connacht
774,13,4805.36,Regular Air,1127.31,342.61,Munster
775,6,182.64,Regular Air,99.24,12.51,Connacht
776,16,1985.6935,Regular Air,35.65,59.16,Munster
777,16,95.9,Regular Air,19.57,6.29,Connacht
778,46,134.81,Regular Air,52.36,5.37,Munster
779,34,192.23,Regular Air,149.84,6.19,Munster
780,1,15.73,Regular Air,9.17,0.69,Leinster
781,33,3268.56,Delivery Truck,1181.71,420.11,Connacht
782,2,12.12,Regular Air,4.55,0.34,Connacht
783,41,6831.72,Regular Air,3081.02,297.86,Connacht
784,31,4587.3,Express Air,1771.15,646.2,Leinster
785,3,31.95,Regular Air,23.69,2.63,Ulster
786,6,60.67,Regular Air,10.29,4.35,Ulster
787,10,135.77,Express Air,0.53,11.54,Ulster
788,39,1538.33,Regular Air,471.35,76.24,Munster
789,12,73.5,Regular Air,5.71,11.13,Connacht
790,15,1866.12,Regular Air,400.69,22.01,Ulster
791,31,16949.44,Regular Air,7858.08,635.16,Connacht
792,31,226.15,Regular Air,35.98,33.94,Ulster
793,24,1840.8535,Regular Air,424.64,154.52,Munster
794,7,309.2215,Regular Air,68.3,4.82,Munster
795,32,119.2,Regular Air,30.61,1.87,Leinster
796,32,1724.82,Regular Air,407.8,163.94,Connacht
797,44,228.41,Regular Air,226.36,13.58,Ulster
798,19,1270.73,Delivery Truck,425.72,1.13,Munster
799,6,90.56,Regular Air,37.58,0.98,Ulster
800,12,6034.68,Regular Air,517.08,24.8,Leinster
801,7,1278.6465,Regular Air,396.17,215.69,Connacht
802,14,284.62,Express Air,27.08,8.99,Munster
803,28,462.12,Regular Air,226.4,43.94,Leinster
804,44,181.61,Regular Air,150.26,7.52,Connacht
805,39,243.05,Regular Air,70.85,5.36,Connacht
806,49,278.0,Regular Air,41.67,22.64,Ulster
807,32,368.18,Regular Air,36.78,60.68,Connacht
808,33,1692.03,Regular Air,574.44,233.81,Connacht
809,14,75.15,Express Air,63.53,5.71,Munster
810,17,934.9405,Regular Air,47.1,129.5,Connacht
811,42,1546.8,Regular Air,25.51,242.61,Connacht
812,48,11278.18,Delivery Truck,1836.81,423.89,Leinster
813,49,508.38,Regular Air,4.68,36.99,Munster
814,39,2192.439,Express Air,517.82,325.47,Connacht
815,50,1100.21,Regular Air,433.59,33.05,Munster
816,7,685.7,Regular Air,350.94,32.32,Leinster
817,43,881.84,Regular Air,153.8,166.36,Ulster
818,37,254.93,Regular Air,62.88,19.48,Leinster
819,31,2712.07,Regular Air,435.56,196.13,Ulster
820,7,685.7205,Regular Air,278.87,63.33,Connacht
821,29,1111.23,Regular Air,21.6,29.8,Ulster
822,20,2305.75,Regular Air,530.68,51.59,Ulster
823,26,171.14,Regular Air,1172.75,14.87,Ulster
824,17,121.09,Regular Air,30.51,4.41,Leinster
825,31,1024.31,Regular Air,174.72,47.27,Ulster
826,12,1085.16,Delivery Truck,311.54,74.65,Connacht
827,11,618.1965,Regular Air,132.53,57.11,Ulster
828,8,121.624,Delivery Truck,11.65,4.62,Leinster
829,49,305.96,Regular Air,191.49,25.61,Munster
830,16,61.52,Regular Air,8.89,0.55,Connacht
831,31,1065.26,Express Air,900.27,26.31,Connacht
832,45,3699.22,Delivery Truck,565.18,137.97,Connacht
833,19,1083.4015,Regular Air,64.53,5.4,Connacht
834,25,1009.868,Regular Air,170.57,135.18,Leinster
835,21,69.06,Regular Air,28.47,5.56,Leinster
836,48,184.1,Regular Air,43.2,3.66,Connacht
837,43,614.8,Regular Air,247.79,53.89,Leinster
838,24,206.34,Regular Air,38.23,11.94,Ulster
839,7,53.46,Regular Air,17.58,0.29,Munster
840,46,1662.5,Regular Air,289.02,280.02,Leinster
841,10,54.84,Regular Air,56.3,2.58,Munster
842,34,670.02,Regular Air,278.58,32.78,Connacht
843,29,8635.61,Regular Air,2733.04,87.34,Ulster
844,25,854.9,Regular Air,76.87,94.61,Leinster
845,13,3583.87,Delivery Truck,113.08,274.15,Connacht
846,26,564.98,Regular Air,107.51,112.65,Munster
847,32,716.84,Regular Air,134.72,39.84,Ulster
848,46,2968.66,Regular Air,1077.49,197.12,Connacht
849,17,5203.9,Delivery Truck,636.2,687.14,Connacht
850,11,48.75,Regular Air,3.5,2.06,Leinster
851,3,540.41,Regular Air,170.98,89.26,Ulster
852,34,676.26,Regular Air,181.98,50.18,Connacht
853,2,25.07,Regular Air,27.67,4.67,Ulster
854,23,80.38,Regular Air,71.11,3.44,Leinster
855,21,91.15,Regular Air,71.54,2.49,Leinster
856,11,485.46,Regular Air,48.88,37.77,Leinster
857,24,520.68,Regular Air,143.66,20.04,Leinster
858,3,10.33,Regular Air,3.86,0.47,Connacht
859,36,407.17,Regular Air,12.82,7.92,Connacht
860,10,64.19,Regular Air,3.77,3.66,Munster
861,14,570.5285,Express Air,3.96,49.7,Ulster
862,21,10469.03,Delivery Truck,2608.72,1191.12,Leinster
863,41,2354.4,Express Air,246.54,297.73,Leinster
864,36,275.06,Regular Air,237.87,1.64,Munster
865,5,117.13,Regular Air,70.47,10.98,Connacht
866,47,10941.23,Delivery Truck,1687.07,1854.23,Leinster
867,13,133.04,Regular Air,49.69,25.13,Leinster
868,20,160.29,Regular Air,1.35,21.61,Munster
869,43,3044.7,Delivery Truck,78.36,408.71,Leinster
870,17,1193.1195,Express Air,137.59,99.45,Connacht
871,18,314.96,Regular Air,153.48,25.48,Connacht
872,34,245.19,Regular Air,37.99,44.02,Connacht
873,42,1060.34,Delivery Truck,174.94,61.07,Leinster
874,23,275.16,Express Air,43.35,17.11,Connacht
875,42,374.38,Regular Air,1.16,62.95,Ulster
876,16,1835.84,Regular Air,608.74,362.46,Ulster
877,22,3329.27,Delivery Truck,350.0,262.79,Ulster
878,7,192.02,Delivery Truck,293.74,29.62,Munster
879,21,848.2,Express Air,163.78,52.22,Ulster
880,27,116.37,Express Air,57.63,17.22,Connacht
881,24,188.47,Regular Air,191.23,13.85,Leinster
882,47,271.78,Regular Air,52.74,3.69,Leinster
883,4,1337.19,Delivery Truck,431.45,256.61,Ulster
884,18,55.82,Regular Air,14.19,7.77,Ulster
885,10,1024.29,Regular Air,95.52,75.67,Leinster
886,25,122.05,Express Air,67.6,5.53,Leinster
887,2,55.6,Regular Air,52.54,1.7,Munster
888,5,297.85,Regular Air,69.89,2.98,Ulster
889,24,40.24,Regular Air,3.73,3.32,Connacht
890,45,1379.62,Regular Air,66.07,44.21,Connacht
891,44,4326.27,Regular Air,1728.2,492.61,Leinster
892,12,385.7,Regular Air,109.91,58.77,Ulster
893,30,160.68,Express Air,77.75,6.1,Leinster
894,47,307.37,Express Air,249.27,34.26,Connacht
895,31,229.26,Regular Air,37.2,5.01,Leinster
896,37,4158.1235,Regular Air,1228.89,278.98,Leinster
897,29,531.063,Regular Air,24.56,5.78,Connacht
898,5,455.08,Regular Air,27.8,21.42,Connacht
899,10,165.04,Express Air,66.59,7.33,Connacht
900,33,1053.74,Regular Air,359.53,1.51,Munster
901,36,181.95,Regular Air,132.26,27.02,Leinster
902,39,3451.85,Delivery Truck,1264.75,101.99,Leinster
903,11,323.91,Regular Air,96.53,5.3,Ulster
904,12,515.65,Regular Air,123.5,37.68,Munster
905,23,490.17,Regular Air,57.09,48.93,Leinster
906,42,2475.83,Regular Air,752.37,1.45,Ulster
907,24,152.37,Regular Air,76.53,8.9,Connacht
908,6,261.54,Regular Air,213.25,12.55,Connacht
909,30,115.81,Regular Air,22.06,2.14,Munster
910,10,48.0,Regular Air,29.14,3.16,Ulster
911,18,84.74,Regular Air,34.1,4.06,Leinster
912,11,312.03,Regular Air,66.66,25.66,Connacht
913,6,906.02,Delivery Truck,382.38,5.71,Leinster
914,36,1400.1,Regular Air,88.68,69.59,Leinster
915,25,1279.45,Regular Air,558.25,169.9,Munster
916,14,125.54,Express Air,15.74,11.9,Connacht
917,9,71.2,Regular Air,1.87,10.85,Munster
918,39,723.3075,Regular Air,216.7,124.14,Munster
919,48,3410.1575,Regular Air,1137.91,568.39,Munster
920,37,560.39,Regular Air,186.87,17.23,Connacht
921,34,2010.89,Regular Air,564.07,228.43,Munster
922,34,239.3,Regular Air,41.31,0.97,Ulster
923,29,2317.65,Regular Air,568.6,271.11,Connacht
924,6,177.67,Regular Air,39.63,17.71,Ulster
925,11,1935.1,Delivery Truck,42.96,232.45,Connacht
926,26,73.82,Regular Air,2.01,0.48,Munster
927,12,654.874,Express Air,82.06,22.27,Munster
928,2,40.34,Regular Air,23.62,0.61,Ulster
929,20,2573.29,Delivery Truck,896.94,89.45,Leinster
930,3,15.64,Regular Air,16.01,1.45,Ulster
931,25,144.84,Regular Air,120.99,1.07,Ulster
932,35,418.34,Regular Air,73.57,13.22,Connacht
933,4,32.72,Regular Air,22.59,1.49,Leinster
934,42,8127.32,Express Air,1141.07,98.56,Leinster
935,20,129.27,Regular Air,105.15,2.01,Leinster
936,14,436.78,Regular Air,25.69,64.89,Leinster
937,35,12741.81,Delivery Truck,95.06,2347.46,Ulster
938,17,705.85,Express Air,151.67,7.09,Munster
939,26,596.156,Express Air,97.92,25.07,Munster
940,44,4260.73,Delivery Truck,251.58,571.74,Connacht
941,41,225.06,Express Air,7.3,15.29,Leinster
942,23,202.84,Regular Air,19.48,40.46,Leinster
943,49,651.9,Regular Air,74.51,57.4,Munster
944,49,5332.42,Delivery Truck,219.2,696.3,Ulster
945,23,1198.1,Regular Air,187.19,93.76,Munster
946,47,2519.55,Regular Air,592.53,88.66,Leinster
947,26,3753.72,Delivery Truck,556.25,155.16,Ulster
948,8,21.93,Regular Air,37.79,1.68,Munster
949,24,545.38,Regular Air,89.6,10.47,Connacht
950,32,236.45,Regular Air,259.02,8.9,Munster
951,9,298.52,Regular Air,73.19,18.15,Connacht
952,30,176.15,Regular Air,125.36,24.23,Leinster
953,23,172.9,Regular Air,51.43,1.96,Ulster
954,47,181.78,Regular Air,71.56,5.15,Ulster
